latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.51845,-122.63736,13.0,-25200,America/Los_Angeles,PDT

time,wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°)
2011-10-21,9.3,22.1,201
2011-10-22,10.7,23.9,203
2011-10-23,7.9,19.2,334
2011-10-24,5.7,14.5,347
2011-10-25,7.3,18.1,2
2011-10-26,4.3,9.4,304
2011-10-27,6.7,16.8,2
2011-10-28,12.9,27.5,204
2011-10-29,4.3,10.5,272
2011-10-30,8.1,17.0,214
2011-10-31,8.7,18.1,309
2011-11-01,4.6,13.6,354
2011-11-02,6.2,15.9,236
2011-11-03,5.6,12.3,213
2011-11-04,4.2,11.2,228
2011-11-05,7.8,16.6,161
2011-11-06,4.3,9.6,280
2011-11-07,6.4,15.7,205
2011-11-08,4.3,10.3,156
2011-11-09,4.7,11.4,14
2011-11-10,4.7,9.8,349
2011-11-11,13.3,28.6,242
2011-11-12,13.9,29.5,205
2011-11-13,9.3,25.1,219
2011-11-14,6.5,21.7,231
2011-11-15,4.3,10.1,11
2011-11-16,18.7,40.5,190
2011-11-17,14.2,40.3,229
2011-11-18,9.8,25.3,210
2011-11-19,6.5,14.1,195
2011-11-20,6.3,13.0,10
2011-11-21,16.0,34.4,186
2011-11-22,19.5,57.5,192
2011-11-23,18.4,50.3,205
2011-11-24,17.3,47.9,194
2011-11-25,8.0,17.0,190
2011-11-26,2.9,7.8,67
2011-11-27,13.7,29.5,203
2011-11-28,6.1,15.2,354
2011-11-29,10.2,21.9,227
2011-11-30,8.5,20.4,328
2011-12-01,6.8,13.4,346
2011-12-02,5.2,13.4,336
2011-12-03,4.9,9.2,341
2011-12-04,6.8,17.2,358
2011-12-05,5.4,10.5,344
2011-12-06,5.9,8.9,331
2011-12-07,6.2,13.9,354
2011-12-08,6.4,13.6,348
2011-12-09,6.5,12.1,347
2011-12-10,3.2,6.0,300
2011-12-11,6.4,11.0,346
2011-12-12,10.3,23.3,5
2011-12-13,5.4,10.7,347
2011-12-14,5.6,11.6,157
2011-12-15,3.5,8.9,186
2011-12-16,4.8,8.1,335
2011-12-17,5.2,8.1,319
2011-12-18,3.4,8.1,237
2011-12-19,5.0,11.9,6
2011-12-20,3.9,7.4,270
2011-12-21,6.5,15.7,349
