latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
48.752193,-122.436554,23.0,-25200,America/Los_Angeles,PDT

time,wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°)
2011-03-18,8.6,18.1,43
2011-03-19,6.3,17.9,144
2011-03-20,8.4,21.5,40
2011-03-21,5.0,14.8,145
2011-03-22,5.8,15.2,149
2011-03-23,6.2,16.6,54
2011-03-24,8.9,22.1,46
2011-03-25,5.5,12.1,154
2011-03-26,6.5,16.3,104
2011-03-27,5.9,20.4,145
2011-03-28,7.8,21.7,166
2011-03-29,8.8,16.8,143
2011-03-30,11.2,26.8,188
2011-03-31,13.1,29.5,197
2011-04-01,4.9,11.0,126
2011-04-02,5.7,21.0,196
2011-04-03,7.1,19.9,168
2011-04-04,8.8,20.6,149
2011-04-05,11.4,30.4,187
2011-04-06,8.8,20.4,182
2011-04-07,7.4,17.4,329
2011-04-08,6.4,15.0,210
2011-04-09,7.9,19.9,171
2011-04-10,13.9,28.2,140
2011-04-11,13.7,32.2,203
2011-04-12,5.7,13.0,99
2011-04-13,7.5,24.8,135
2011-04-14,9.6,26.8,169
2011-04-15,6.4,15.2,35
2011-04-16,9.2,24.2,225
2011-04-17,6.7,17.4,206
2011-04-18,7.0,19.0,206
2011-04-19,5.3,16.1,179
2011-04-20,6.0,14.8,265
2011-04-21,7.6,21.0,213
2011-04-22,4.5,15.2,90
2011-04-23,4.6,10.7,42
2011-04-24,6.3,19.7,156
2011-04-25,8.1,18.3,174
2011-04-26,6.9,16.8,185
2011-04-27,8.7,28.6,168
2011-04-28,7.8,19.9,170
2011-04-29,5.8,17.2,198
2011-04-30,6.7,16.3,197
2011-05-01,4.6,13.9,171
2011-05-02,7.7,16.8,178
2011-05-03,7.0,22.1,193
2011-05-04,4.6,13.4,185
2011-05-05,6.6,15.9,189
2011-05-06,4.8,15.7,184
2011-05-07,6.7,17.4,133
2011-05-08,4.3,13.6,201
