latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.627415,-122.32291,59.0,-25200,America/Los_Angeles,PDT

time,wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°)
2011-12-28,18.6,45.6,199
2011-12-29,17.2,36.2,188
2011-12-30,14.4,35.3,206
2011-12-31,9.1,19.7,149
2012-01-01,7.5,16.3,80
2012-01-02,21.2,47.2,156
2012-01-03,9.9,22.8,155
2012-01-04,15.2,38.3,183
2012-01-05,14.3,35.3,201
2012-01-06,7.1,15.7,172
2012-01-07,5.6,13.4,169
2012-01-08,5.6,12.8,166
2012-01-09,8.3,18.3,182
2012-01-10,6.5,12.1,41
2012-01-11,7.6,15.4,24
2012-01-12,5.2,12.8,74
2012-01-13,3.7,9.8,47
2012-01-14,14.4,31.1,203
2012-01-15,8.9,19.5,192
2012-01-16,11.9,27.1,186
2012-01-17,13.2,27.7,205
2012-01-18,10.1,28.4,37
2012-01-19,8.6,18.8,14
2012-01-20,11.5,36.9,121
2012-01-21,17.7,38.9,195
2012-01-22,13.0,33.6,160
2012-01-23,10.0,21.7,178
2012-01-24,20.6,51.0,178
2012-01-25,20.2,47.2,205
2012-01-26,16.8,38.0,206
2012-01-27,4.6,9.8,126
2012-01-28,6.7,19.7,154
2012-01-29,12.1,30.0,194
2012-01-30,11.5,25.5,200
2012-01-31,9.3,19.7,189
2012-02-01,5.5,15.9,168
2012-02-02,6.7,13.2,45
2012-02-03,7.7,13.9,66
2012-02-04,7.4,14.3,88
2012-02-05,6.7,13.9,79
2012-02-06,7.1,18.3,62
2012-02-07,7.9,17.9,86
2012-02-08,5.9,21.0,130
2012-02-09,6.5,13.6,100
2012-02-10,7.5,24.6,123
2012-02-11,9.7,20.6,185
2012-02-12,7.6,16.6,181
2012-02-13,4.9,11.4,308
2012-02-14,9.0,20.1,186
2012-02-15,4.5,11.4,195
2012-02-16,7.8,16.6,173
2012-02-17,13.1,32.4,166
2012-02-18,18.5,39.4,198
2012-02-19,12.0,24.6,191
2012-02-20,10.4,22.8,164
